Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2023-09-15,26.182058334350586,26.259316103797776,25.965742474063585,26.166606780461148,54801500
2023-09-18,26.367477416992188,26.815560748946478,26.151158581868064,26.26704377736609,52363400
2023-09-19,26.42928123474121,26.746030768896386,26.32112328850525,26.42928123474121,43247200
2023-09-20,26.491085052490234,26.738304034876457,26.27476623259024,26.382927116081603,39102300
2023-09-21,26.081626892089844,26.49108573674796,25.981196204020723,26.267042607210115,60109400
2023-09-22,26.290218353271484,26.413827847125287,26.120257141149253,26.282494049254346,31020500
2023-09-25,26.460182189941406,26.521988409656323,26.21296320524726,26.22841476017599,26767200
2023-09-26,25.84986114501953,26.336574850267368,25.849861145019535,26.267044320946248,60687500
2023-09-27,26.668773651123047,26.668773651123047,26.097077909443424,26.15888412890403,53708700
2023-09-28,26.614696502685547,26.684227030792208,26.429280778706797,26.614696502685547,30765000
2023-09-29,26.761484146118164,26.800111565676193,26.46018614764905,26.653326192522403,40227600
2023-10-02,26.35974884033203,26.86191406613423,26.21296348755242,26.691949907170507,34403400
2023-10-03,26.243867874145508,26.444732205985993,25.98119731891845,26.243867874145508,37947300
2023-10-04,25.200908660888672,26.042999255161263,25.023220198419768,25.958017175919007,88895900
2023-10-05,25.285892486572266,25.448129405194948,24.945967093208125,25.1159283163487,35342000
2023-10-06,25.888486862182617,26.127981546804726,24.976868683391345,25.18545731057628,48132800
2023-10-09,27.000974655151367,27.10140828801824,26.344296836662103,26.38292719728357,77528400
2023-10-10,27.201841354370117,27.302274996026437,26.838740098830044,26.96234960122128,48326500
2023-10-11,27.132308959960938,27.23274259471328,26.645598235486958,27.147760515083053,41578500
2023-10-13,28.02847671508789,28.090282931579836,27.642196703261067,27.649923953863865,66943700
2023-10-16,28.337505340576172,28.430211729476287,27.781261113009542,28.12118945078158,49626600
2023-10-17,29.102333068847656,29.102333068847656,28.29887292841303,28.352951891314905,68814800
2023-10-18,29.759014129638672,29.82854465354065,29.287752017312254,29.34955823726191,85931700
2023-10-19,29.619958877563477,29.720392531092106,29.295482053503044,29.635410435574293,56016600
2023-10-20,29.24140167236328,30.021689105549125,28.886024696399037,29.8903523422943,66242400
2023-10-23,27.309999465942383,28.430212245880192,27.240468936233608,28.26797532558739,104499100
2023-10-24,27.719457626342773,27.958949374779348,27.17093770738406,27.541769154344266,78634900
2023-10-25,27.866241455078125,28.028478362279987,27.619022468746873,27.87396870613504,32846500
2023-10-26,27.580394744873047,27.758083205109813,27.155487301082285,27.696276985679937,47858600
2023-10-27,27.37952995300293,28.167541639447244,27.17093836420152,27.974401606899608,45843100
2023-10-30,27.101409912109375,27.595847908033523,26.931445745854354,27.48768996481048,31346900
2023-10-31,26.838741302490234,27.178666712540316,26.645601262149317,27.04732995262526,36965200
2023-11-01,27.132308959960938,27.45678572335973,26.962347747783287,27.05505413143317,46335300
2023-11-03,27.456787109375,27.72718196995449,27.078231357480764,27.649927137526905,30959700
2023-11-06,27.43360710144043,27.912596472195517,27.43360710144043,27.61129851299711,33583600
2023-11-07,26.977798461914062,27.364078528874458,26.77693412381119,27.093683660835396,48919900
2023-11-08,26.39837646484375,26.885090139428446,26.19751214117227,26.730577534328862,59742900
2023-11-09,26.946895599365234,27.15548716829696,26.545164016283692,26.65332195267435,56231100
2023-11-10,26.823286056518555,27.085956593139585,26.661046205162382,26.776931392262117,40004800
2023-11-13,27.572669982910156,27.619024651667036,26.784658296541302,26.79238554820896,44120000
2023-11-14,27.95122528076172,27.99757994875138,27.418159860753967,27.57266952655357,50888600
2023-11-16,27.464509963989258,28.19071831763846,27.425882549814528,27.79671103064096,72361200
2023-11-17,28.360679626464844,28.522916534803507,27.673101631720495,27.68082888283156,87666300
2023-11-20,28.383859634399414,28.75468813219442,28.02075544095969,28.407035494548186,67796900
2023-11-21,28.090286254882812,28.2293473113591,27.742633613692092,28.2293473113591,49597800
2023-11-22,28.227767944335938,28.227767944335938,27.497185901286787,28.019031530285687,58578300
2023-11-23,28.235795974731445,28.300024450616316,27.946777020996407,28.203684799371302,24068100
2023-11-24,28.316083908081055,28.757643997217908,27.866493727504274,28.083260257644014,53456200
2023-11-27,28.1555118560791,28.420449710303245,27.898604092179273,28.099313474137396,36996000
2023-11-28,28.581016540527344,28.597073659590908,28.219742080635267,28.23579613711652,36875900
2023-11-29,28.283967971801758,28.926237432275617,28.051144335323,28.82187075047399,37528600
2023-11-30,28.82989501953125,28.83792204713912,28.29199535492394,28.468617525535706,58808800
2023-12-01,28.63721466064453,28.902152528865294,28.524817890823222,28.67735898922267,36388100
2023-12-04,28.02705955505371,28.540875111836204,27.978888198136993,28.452562488780032,35601900
2023-12-05,27.898605346679688,28.23579565349216,27.842406962210944,28.03508626250885,43234200
2023-12-06,26.895057678222656,27.938745871129786,26.895057678222656,27.738036485471408,64179200
2023-12-07,26.83083152770996,27.44098982798323,26.52575544015577,27.015486873574922,64723900
2023-12-08,27.689868927001953,27.730010192681306,26.879001272400643,27.06365354459147,53290700
2023-12-11,27.585498809814453,27.85043360974942,27.489159160981938,27.665781340077842,30613300
2023-12-12,27.360706329345703,27.77817917790116,27.13590972329776,27.738037911222634,30371500
2023-12-13,27.754093170166016,27.794234434154035,27.408872787221227,27.46507116932088,38992900
2023-12-14,28.356224060058594,28.69341744784855,27.970862375857518,28.09931627059121,57950000
2023-12-15,28.420452117919922,28.733558290286002,28.09931585454926,28.324109401359294,56570100
2023-12-18,28.773698806762695,29.14300335619493,28.564962384826046,28.701443302518797,44474300
2023-12-19,29.102863311767578,29.102863311767578,28.74961586651304,28.870039670253654,32183000
2023-12-20,29.207233428955078,29.496255461731206,29.134977920761045,29.199203337721038,38947900
2023-12-21,29.21525764465332,29.44808126670391,28.958349876384453,29.440051176243035,30511900
2023-12-22,29.496252059936523,29.544420351455663,29.19919997018529,29.30356970611362,31234700
2023-12-26,29.969928741455078,30.002039917531825,29.56850994596331,29.59259409366646,23466800
2023-12-27,29.99401092529297,30.050209307975624,29.80935865896679,29.961896688736548,19588500
2023-12-28,29.89767074584961,29.99401039122129,29.737102628508733,29.889640655562406,21421900
2024-01-02,30.331207275390625,30.419519912256593,30.026131154958996,30.058242335342534,24043800
2024-01-03,31.278547286987305,31.407001160467626,30.242886209349855,30.347255938609468,52300200
2024-01-04,31.01361846923828,31.591659479626387,30.917275748688173,31.407007192445775,45344900
2024-01-05,31.085872650146484,31.42306296991713,30.83699189323312,31.206296451814982,35783700
2024-01-08,30.85304832458496,30.85304832458496,30.19472175654824,30.81290705825732,35158100
2024-01-09,30.588106155395508,31.109951732062864,30.531907777918335,31.045723264899305,27279000
2024-01-10,30.307119369506836,30.724595288596685,30.114436998164447,30.58811130419116,27382000
2024-01-11,30.564029693603516,30.628258176910556,30.266980614765064,30.491774181174417,26564400
2024-01-12,30.644306182861328,31.093896289468002,30.644306182861328,30.90924403030331,24479500
2024-01-15,30.973474502563477,31.00558567736751,30.39543047993951,30.49980022015378,13818300
2024-01-16,30.588106155395508,31.142065965644644,30.572052101186497,30.99755497710851,31277700
2024-01-17,30.411489486694336,30.62825600863602,30.36331812762426,30.48374499400823,27577300
2024-01-18,30.29106330871582,30.620226613385924,30.154582382122545,30.620226613385924,22987200
2024-01-19,30.1304931640625,30.427545271421593,29.88964250444396,30.3552897672778,31745200
2024-01-22,30.26697540283203,30.35528802088057,29.8896407848363,30.10640728479669,22753700
2024-01-23,30.644306182861328,30.80487429683386,30.050208142519626,30.379371398001393,32498500
2024-01-24,30.411489486694336,30.941362186135418,30.323176859690417,30.740652783883757,25415300
2024-01-25,31.53545570373535,31.53545570373535,30.612194425543052,30.716561094437406,48655300
2024-01-26,32.08138656616211,32.18575630129154,31.238407782626453,31.390945808906324,41378200
2024-01-29,32.57111740112305,32.58717451876655,31.97701936122356,32.11350026732029,30547500
2024-01-30,32.37041473388672,32.707608149126514,32.15364819464313,32.2499878578905,34829000
2024-01-31,32.72365951538086,33.1090242618322,32.25801529584099,32.298156563676464,57978900
2024-02-01,33.37395477294922,33.62283550154481,32.65139979482138,32.73971241021279,61629200
2024-02-02,32.9404296875,33.54255795951182,32.932402658076256,33.38199287037488,36485600
2024-02-05,33.08493423461914,33.462268857832285,32.860140703810714,32.92436611436362,27703000
2024-02-06,33.390018463134766,34.00017373831733,33.13311065647025,33.27762168054187,35474600
2024-02-07,33.87975311279297,33.87975311279297,33.25353759539735,33.33382320664444,30648100
2024-02-08,33.606781005859375,34.080455292346166,33.606781005859375,33.9600284324022,25589100
2024-02-09,33.15719223022461,33.98411703985142,33.15719223022461,33.83157593597009,30388000
2024-02-14,32.90830993652344,33.23747318365873,32.80394020570046,32.996619487516156,18315300
2024-02-15,33.960025787353516,33.960025787353516,32.79591079469973,32.92436467276333,33246400
2024-02-16,34.273136138916016,34.43370427188903,33.76735065453729,33.7914348025794,37268900
2024-02-19,34.441734313964844,34.47384549044784,34.16876940707374,34.32933447723594,12826700
2024-02-20,34.0804557800293,34.377504826204245,33.799460790333164,34.33736355984259,42375400
2024-02-21,34.128623962402344,34.29722218069853,33.82354788899121,34.08045566795969,20873800
2024-02-22,33.87171936035156,34.26511115649686,33.55861316677805,34.25708106494838,32162800
2024-02-23,33.638893127441406,33.9118580052387,33.406069512906235,33.831572416132396,43924500
2024-02-26,34.273136138916016,34.305250378027104,33.58269837352217,33.638896760675365,25885700
2024-02-27,34.2249641418457,34.377502167254725,34.02425476297916,34.28116252292177,27678100
2024-02-28,32.45872116088867,34.47384198745258,31.97701987418445,34.136651699276044,112322000
2024-02-29,32.22589874267578,33.109021884558885,31.993075118331692,32.587176252419674,61899800
2024-03-01,32.25801467895508,32.79591439534525,32.225900440267864,32.394495599502186,31248500
2024-03-04,32.177730560302734,32.7156302502053,32.129559204644,32.330268592682074,21988000
2024-03-05,32.08138656616211,32.410549826879155,31.800394659177588,32.19378332895592,30293300
2024-03-06,32.78788757324219,32.78788757324219,32.20181649513407,32.27407200134369,45481000
2024-03-07,32.426605224609375,32.86816522469617,32.338292612075634,32.627314593974454,50199800
2024-03-08,29.464141845703125,29.753163884597722,28.17959979090296,28.821872349594308,230369800
2024-03-11,28.62116241455078,30.299093164994957,28.340167409642778,28.63721647189869,127528700
2024-03-12,29.56047821044922,29.889641481936614,29.030605552382145,29.183143583653113,76139100
2024-03-13,29.207233428955078,29.9699297793182,29.15103504064666,29.624709358233655,45140600
2024-03-14,29.078779220581055,29.640763097637915,29.022580832875366,29.49625514538218,39983400
2024-03-15,29.1590576171875,29.263427349217213,28.85397851110634,29.143000499753544,59362500
2024-03-18,29.17511749267578,29.480196627597437,28.50073380960714,29.231315877716312,35326100
2024-03-19,28.958354949951172,29.58456736199754,28.54890907959379,29.215262763230847,48540800
2024-03-20,29.464141845703125,29.496256086154197,28.749616839870658,29.086807176859335,39017900
2024-03-21,28.661300659179688,29.75316019858953,28.645243540943408,29.58456198839966,47220200
2024-03-22,28.942289352416992,29.078773310952286,28.44453099278987,28.821865572913655,34426800
2024-03-25,29.38385581970215,29.56851116833455,29.030608367595683,29.046665487589046,26951500
2024-03-26,29.11088752746582,29.440050792683184,29.038632027170195,29.440050792683184,24837800
2024-03-27,29.34370994567871,29.43202256049078,28.99848957645809,29.126943453662367,19995700
2024-03-28,29.99401092529297,30.12246480893649,29.279486006114492,29.303570152240724,31958200
2024-04-01,30.226835250854492,30.275003544229467,29.8735847656661,30.106408392252586,23697800
2024-04-02,31.005584716796875,31.029671925381464,30.32317403768235,30.363315301880473,45930700
2024-04-03,30.84502410888672,31.318698491972196,30.684459012992978,31.069820755787163,31437200
2024-04-04,30.49176597595215,31.69602215065444,30.050205991077675,30.885157673890898,165566800
2024-04-05,30.588106155395508,30.96544074352673,29.84146706881945,30.427541112650367,65469200
2024-04-08,31.01361846923828,31.35883889475323,30.29106337802501,30.531914054235266,36384400
2024-04-09,31.09389877319336,31.423062054968103,30.55599907038826,31.230382752875823,36989300
2024-04-10,31.784339904785156,31.896736675936914,31.037700710611556,31.093899096187435,55821500
2024-04-11,31.55152130126953,31.920825911805423,31.47123875552966,31.792372001071946,33195300
2024-04-12,31.262495040893555,32.153645266890294,31.06981573194325,31.88871045143803,39613500
2024-04-15,31.55954360961914,31.671940370966798,31.013613858003037,31.262491525963693,28692000
2024-04-16,31.704059600830078,31.880681798236594,31.27052654226561,31.318694840384417,37303000
2024-04-17,31.936878204345703,32.073362186565326,31.583630768888327,31.704057631871386,39221700
2024-04-18,31.993074417114258,32.58717553818086,31.832509360820385,32.1135012719168,45078800
2024-04-19,32.539005279541016,32.97253829633145,31.98504846647473,32.153643618810264,80546900
2024-04-22,33.31776428222656,33.39001979714916,32.530983710059814,32.7236630414649,51775500
2024-04-23,33.25353240966797,33.42213063570331,32.8842278432714,33.23747835250502,35456900
2024-04-24,33.10099411010742,33.71115240538615,33.08493699048615,33.357901898882965,45388300
2024-04-25,33.89580535888672,34.10454179293507,32.9805709604134,33.23747875428021,66372400
2024-04-26,34.37451171875,34.481800841134415,33.895825548088084,34.077396598799815,31899100
2024-04-29,34.78717041015625,34.78717041015625,34.102154654702154,34.23420546741937,27886000
2024-04-30,34.679874420166016,34.83668375958748,34.3497458496226,34.66336767680491,36635400
2024-05-02,34.811920166015625,34.97698442732944,34.531311866283815,34.86969218522462,33244700
2024-05-03,34.36908721923828,35.05836382927987,33.98998590539794,35.05836382927987,45114200
2024-05-06,34.601715087890625,34.774035044137776,34.22261381353072,34.351851315668746,22977200
2024-05-07,35.023895263671875,35.023895263671875,34.46385628435925,34.59309706011739,23808600
2024-05-08,35.55808639526367,35.60978336622687,34.73095458023043,34.76541594080956,25352000
2024-05-09,35.9027214050293,36.04919450618654,35.2737564100118,35.37715034732145,27206400
2024-05-10,35.8251838684082,36.26459663504884,35.756254571122724,36.049197511126415,27968700
2024-05-13,35.859642028808594,36.16120274741483,35.76486589686748,35.9630359655059,18394300
2024-05-14,35.21345138549805,35.583938178690595,34.60171860110297,35.11867523560273,53613200
2024-05-15,33.08530807495117,33.43856252087016,32.30986988306562,32.39602822139516,131281100
2024-05-16,32.12031936645508,33.300709044406815,32.08585800126029,32.999148270159175,83168500
2024-05-17,31.61197280883789,32.24093782773652,31.45688518371443,32.18062633871403,67207900
2024-05-20,31.663673400878906,32.085857159051834,31.5602827345482,31.646441075368784,40400400
2024-05-21,31.603357315063477,31.956611719891225,31.508581181887575,31.698133448239382,27967400
2024-05-22,32.03416061401367,32.275406600944855,31.37073086322285,31.448274685697882,36528800
2024-05-23,31.71537208557129,32.49080705491088,31.508587455042612,32.25817557808994,47987800
2024-05-24,31.543046951293945,32.04277118938769,31.50858230405171,31.93938053439065,23684700
2024-05-27,31.88768196105957,31.947996734067285,31.611971370436446,31.637821497933892,13623300
2024-05-28,32.56834411621094,32.99052780943655,32.23232203728112,32.2581688782051,46437700
2024-05-29,32.5252685546875,32.671738385118,32.2581724508832,32.49080390515213,29246800
2024-05-31,33.421329498291016,33.507487834822264,32.65450912828139,32.6803559718948,53929400
2024-06-03,33.240394592285156,33.54195205299834,33.119768321270065,33.45579371757452,43454500
2024-06-04,32.869911193847656,33.11115718707863,32.48219207134776,33.085310341155356,34090200
2024-06-05,32.912986755371094,33.11115355474744,32.8009782907741,32.96468044154679,18627100
2024-06-06,33.068077087402344,33.36102005099296,32.973300939368606,32.981915458858005,25944100
2024-06-07,31.827375411987305,33.145620370046316,31.758449397004156,32.93022123228772,46003600
2024-06-10,32.309871673583984,32.792366940465676,31.9824640536739,32.04277555119285,32560900
2024-06-11,32.447723388671875,32.74066632409348,32.30986808298699,32.57696417569572,31131300
2024-06-12,31.741682052612305,32.83163891266682,31.55559259902602,32.74302585296998,52182400
2024-06-13,31.422670364379883,32.06955518034382,30.882121898614667,31.81257594906122,46233500
2024-06-14,30.731477737426758,31.458115630864906,30.261822444938353,31.449255677205578,53534900
2024-06-17,30.846675872802734,31.13024170090443,30.368157270241877,30.492216897489957,40941800
2024-06-18,31.81257438659668,32.02524707654876,30.855537140697933,30.91756695696491,36180700
2024-06-19,31.83915901184082,32.00752518040295,31.52014658267332,31.812575769534064,20776200
2024-06-20,32.344261169433594,32.689856843809174,32.07841860301943,32.096141891496586,39442900
2024-06-21,32.51262664794922,32.75188596674503,32.2379241333245,32.388567011619145,43340200
2024-06-24,32.84050369262695,32.84050369262695,32.32653845871821,32.64555089626547,24599400
2024-06-25,32.81391906738281,32.89367218162602,32.57465972465319,32.83164235725596,18572600
2024-06-26,32.867088317871094,32.893671561994104,32.53035257736834,32.61010569010921,25553200
2024-06-27,33.4164924621582,33.63802848226857,33.07089681164546,33.23926296999563,37731000
2024-06-28,33.71778106689453,33.82411740841043,33.4164919489567,33.49624505018646,22019700
2024-07-01,34.231746673583984,34.34694296983619,33.8329811624803,33.9481808391039,24963500
2024-07-02,34.12540817260742,34.64823333247517,34.06337835536646,34.40897739761518,33346200
2024-07-03,33.53169250488281,34.373530066559226,33.46079935509592,34.29377696323469,38509400
2024-07-04,33.070899963378906,33.63803168805098,32.89367045432595,33.5848652015953,32698800
2024-07-05,33.24812698364258,33.36332666295948,32.884808038447545,33.186097167173045,32758800
2024-07-08,34.063377380371094,34.13427052968674,33.044313711744294,33.21267987081183,48845900
2024-07-09,34.05451965332031,34.29377897734587,33.9127367257909,34.07224294180794,34832500
2024-07-10,33.735504150390625,34.16971622788277,33.655751049641914,34.10768641400837,32899700
2024-07-11,33.965904235839844,34.07224057901995,33.77095145636682,33.81525798432758,17229400
2024-07-12,33.806400299072266,34.12540935001599,33.7975369646626,34.05451957659682,15779100
2024-07-15,34.11655044555664,34.32036319841796,33.850707871405874,33.939320935998886,22969200
2024-07-16,34.02793502807617,34.11654808654197,33.770952426005266,33.98362511847178,19637000
2024-07-17,34.205162048339844,34.28491515521388,33.974766062021295,34.05451916889533,24606100
2024-07-18,34.14312744140625,34.2583271085955,33.983621250027625,34.11654420296685,21315500
2024-07-19,34.284915924072266,34.35580907860415,34.01907335532101,34.11654975261653,30593100
2024-07-22,33.60258483886719,34.1963031823453,33.567141641640134,34.1963031823453,25807800
2024-07-23,33.168373107910156,33.67347496190908,33.168373107910156,33.60258181309521,25284700
2024-07-24,33.43421936035156,33.67347869355565,33.23040660548255,33.372189538451074,23863800
2024-07-25,33.38991165161133,33.4519414713271,33.026592687402506,33.283575300723086,19562600
2024-07-26,33.35446548461914,33.788677608339874,33.15951268861738,33.381048727575134,32043200
2024-07-29,32.68099594116211,33.425357133739034,32.273367078762426,33.23926430031615,39790000
2024-07-30,32.4771842956543,32.58352064664602,32.24678492473863,32.35312127573036,16040700
2024-07-31,33.15065383911133,33.15065383911133,32.751888279624865,32.831641391522155,28561100
2024-08-01,32.64555358886719,33.52283786448047,32.60124705341382,33.45194470345751,29756300
2024-08-02,31.661928176879883,32.61010209014177,31.661928176879883,32.539212320182294,36483900
2024-08-05,31.635347366333008,31.635347366333008,30.660586756617413,30.837816265690403,44765900
2024-08-06,32.18475341796875,32.48604254696267,31.316332606250153,31.54672858471775,36009000
2024-08-07,32.14044952392578,32.565798320839065,31.901190191842353,32.52149178831364,25020500
2024-08-08,32.654415130615234,32.74303158620016,32.0429767987539,32.21134299380704,29870300
2024-08-09,32.35312271118164,32.74302831607015,31.529011728966836,32.01639035470567,66082100
2024-08-12,33.088623046875,33.505111883507716,32.610104389514646,32.610104389514646,39655100
2024-08-13,32.88481140136719,33.34560678538594,32.76075175574134,33.25699033824475,28557200
2024-08-14,33.46080017089844,33.67347624507289,32.929115056019576,32.95569829765206,37955500
2024-08-15,33.974761962890625,34.16971472958824,33.67347285998121,33.717779385038526,33409000
2024-08-16,34.11655044555664,34.35580977640385,33.70006160515167,33.82412124773058,35472700
2024-08-19,34.063377380371094,34.37352983806992,34.027934186084686,34.20516029863097,28138200
2024-08-20,33.93046188354492,34.276057577163876,33.57600285500804,34.116551352359465,27322600
2024-08-21,33.726646423339844,34.37353122528003,33.62030669507483,34.27605483122288,38491900
2024-08-22,33.82981491088867,33.993860632419384,33.59286191121995,33.97563294374084,26334300
2024-08-23,33.62019729614258,34.20346935104614,33.62019729614258,34.05765133732025,29239000
2024-08-26,36.062652587890625,36.09910796143082,34.36751596060512,34.50422187309296,102270300
2024-08-27,35.57963180541992,35.880379952017584,35.49760895151586,35.77101730567079,35073100
2024-08-28,36.08999252319336,36.3269489755706,35.34267474552813,35.48849276369266,43284500
2024-08-29,35.843929290771484,36.29961105560768,35.79835833302709,36.135565342140566,25356600
2024-08-30,35.88037872314453,36.13556285798168,35.43381257118703,35.743676289036934,84437200
2024-09-02,35.543174743652344,35.90772151626879,35.44292420735403,35.843926352547264,15288400
2024-09-03,35.11483383178711,35.37913007581608,34.97813139549942,35.35179028387369,35866300
2024-09-04,35.12395095825195,35.470266593339176,35.10572327063011,35.30622435789446,28851300
2024-09-05,34.90522003173828,35.44292461542172,34.90522003173828,35.22419933059412,26206600
2024-09-06,34.22169876098633,35.04192730236691,34.148791488739086,34.96901655354381,32971700
2024-09-09,34.595359802246094,34.85965606825293,34.27638394780754,34.4859971488066,30521800
2024-09-10,34.021202087402344,34.55890323011984,33.720450455127185,34.55890323011984,37263500
2024-09-11,33.984745025634766,34.47688213953236,33.601970555966936,34.413083497441235,32907000
2024-09-12,33.601966857910156,34.01208107435646,33.49260422571628,33.98474128545183,22103300
2024-09-13,33.44704055786133,34.221698128625135,33.346790018369965,33.82069944723546,34729600
